file,location,year_diff,year_pub
1,3,7,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,7,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
1,3,6,2012
