file,location,year_diff,year_pub
5,5,5,2011
5,1,5,2011
5,5,5,2011
5,1,5,2011
5,1,5,2011
5,5,5,2011
5,1,5,2011
5,5,5,2011
5,1,8,2011
5,1,5,2011
5,1,4,2011
5,1,4,2011
5,5,4,2011
5,1,4,2011
5,1,4,2011
5,4,4,2011
5,1,4,2011
5,1,4,2011
5,1,4,2011
5,1,8,2011
5,1,4,2011
5,1,4,2011
5,1,3,2011
5,5,3,2011
5,5,3,2011
5,1,3,2011
5,1,3,2011
5,1,3,2011
5,1,2,2011
5,5,2,2011
5,5,2,2011
5,4,2,2011
5,1,2,2011
5,1,8,2011
5,1,2,2011
5,1,2,2011
5,1,2,2011
5,1,1,2011
5,1,1,2011
5,1,1,2011
5,5,1,2011
5,5,1,2011
5,4,1,2011
5,1,1,2011
5,5,7,2011
5,1,6,2011
5,1,6,2011
5,1,6,2011
5,1,6,2011
6,1,8,2011
6,1,6,2011
6,5,6,2011
6,5,6,2011
6,0,6,2011
6,5,5,2011
6,1,5,2011
6,5,5,2011
6,1,5,2011
6,0,5,2011
6,5,5,2011
6,1,4,2011
6,5,4,2011
6,5,4,2011
6,5,8,2011
6,1,4,2011
6,1,4,2011
6,5,3,2011
6,1,3,2011
6,5,3,2011
6,1,3,2011
6,1,2,2011
6,1,2,2011
6,1,2,2011
6,1,2,2011
6,5,2,2011
6,1,2,2011
6,1,8,2011
6,4,1,2011
6,1,1,2011
6,1,1,2011
6,1,0,2011
6,1,7,2011
6,1,7,2011
6,5,7,2011
6,1,7,2011
6,5,7,2011
6,1,6,2011
7,1,11,2008
7,1,7,2008
7,3,6,2008
7,3,6,2008
7,1,6,2008
7,1,6,2008
7,5,5,2008
7,3,5,2008
7,1,5,2008
7,5,5,2008
7,1,5,2008
7,1,5,2008
7,5,5,2008
7,1,5,2008
7,3,4,2008
7,1,10,2008
7,1,10,2008
7,1,10,2008
7,1,10,2008
7,6,9,2008
7,3,8,2008
7,1,8,2008
7,3,8,2008
7,1,7,2008
8,1,5,2014
8,5,3,2014
8,1,3,2014
8,1,3,2014
8,1,3,2014
8,1,3,2014
8,1,3,2014
8,1,3,2014
8,1,3,2014
8,1,3,2014
8,1,3,2014
8,1,3,2014
8,3,5,2014
8,5,5,2014
8,1,5,2014
8,1,3,2014
8,1,3,2014
8,1,2,2014
8,1,2,2014
8,1,2,2014
8,1,2,2014
8,1,2,2014
8,1,2,2014
8,5,2,2014
8,1,2,2014
8,5,5,2014
8,5,2,2014
8,3,2,2014
8,1,2,2014
8,1,2,2014
8,3,2,2014
8,1,2,2014
8,1,2,2014
8,1,1,2014
8,1,1,2014
8,3,1,2014
8,5,1,2014
8,1,1,2014
8,1,1,2014
8,1,1,2014
8,1,0,2014
8,1,5,2014
8,5,0,2014
8,5,0,2014
8,1,0,2014
8,1,4,2014
8,1,4,2014
8,1,4,2014
8,1,4,2014
8,0,4,2014
9,3,8,2011
9,3,6,2011
9,3,2,2011
9,3,2,2011
9,5,2,2011
9,3,2,2011
9,3,2,2011
9,3,2,2011
9,4,2,2011
9,5,2,2011
9,3,2,2011
9,3,2,2011
9,3,6,2011
9,3,2,2011
9,3,2,2011
9,5,2,2011
9,1,2,2011
9,3,2,2011
9,5,2,2011
9,3,2,2011
9,3,2,2011
9,3,2,2011
9,0,2,2011
9,3,2,2011
9,3,1,2011
9,5,1,2011
9,3,6,2011
9,3,1,2011
9,3,1,2011
9,3,1,2011
9,3,1,2011
9,3,1,2011
9,3,1,2011
9,1,1,2011
9,4,1,2011
9,3,1,2011
9,3,1,2011
9,3,6,2011
9,4,1,2011
9,1,1,2011
9,3,1,2011
9,4,1,2011
9,5,1,2011
9,1,1,2011
9,3,1,2011
9,3,1,2011
9,4,1,2011
9,5,1,2011
9,3,1,2011
9,3,1,2011
9,3,1,2011
9,4,1,2011
9,3,1,2011
9,3,6,2011
9,3,1,2011
9,3,1,2011
9,3,0,2011
9,4,0,2011
9,1,0,2011
9,3,0,2011
9,5,0,2011
9,5,0,2011
9,3,6,2011
9,3,6,2011
9,3,6,2011
9,3,6,2011
9,3,5,2011
9,3,7,2011
9,3,5,2011
9,3,5,2011
9,3,5,2011
9,3,5,2011
9,3,5,2011
9,3,5,2011
9,3,5,2011
9,5,5,2011
9,3,5,2011
9,3,5,2011
9,3,5,2011
9,3,7,2011
9,3,5,2011
9,1,5,2011
9,3,5,2011
9,3,5,2011
9,3,5,2011
9,3,5,2011
9,3,4,2011
9,3,4,2011
9,3,4,2011
9,3,4,2011
9,3,7,2011
9,1,4,2011
9,3,4,2011
9,3,4,2011
9,3,4,2011
9,3,4,2011
9,3,4,2011
9,3,4,2011
9,3,4,2011
9,1,4,2011
9,3,4,2011
9,3,4,2011
9,3,7,2011
9,3,4,2011
9,3,4,2011
9,3,4,2011
9,3,4,2011
9,3,4,2011
9,3,4,2011
9,3,4,2011
9,3,3,2011
9,3,3,2011
9,3,3,2011
9,5,7,2011
9,3,3,2011
9,5,3,2011
9,1,3,2011
9,3,3,2011
9,3,3,2011
9,4,3,2011
9,3,3,2011
9,3,3,2011
9,3,3,2011
9,1,3,2011
9,5,3,2011
9,3,3,2011
9,3,7,2011
9,5,3,2011
9,3,3,2011
9,3,3,2011
9,3,3,2011
9,3,3,2011
9,3,3,2011
9,3,3,2011
9,3,3,2011
9,3,3,2011
9,3,2,2011
9,5,2,2011
9,3,6,2011
9,3,2,2011
9,3,2,2011
9,3,2,2011
9,3,2,2011
9,5,2,2011
9,3,2,2011
9,4,2,2011
9,3,2,2011
9,3,2,2011
9,4,2,2011
9,3,2,2011
9,3,6,2011
9,3,2,2011
9,3,2,2011
9,1,2,2011
9,3,2,2011
9,3,2,2011
9,3,2,2011
9,3,2,2011
9,3,2,2011
9,3,2,2011
9,3,2,2011
9,3,2,2011
10,1,6,2011
10,1,6,2011
10,1,4,2011
10,1,4,2011
11,5,7,2012
11,1,7,2012
11,1,3,2012
11,5,3,2012
11,5,3,2012
11,1,2,2012
11,5,2,2012
11,5,7,2012
11,1,7,2012
11,1,5,2012
11,1,4,2012
11,5,4,2012
11,1,4,2012
11,1,4,2012
11,6,3,2012
11,1,3,2012
11,1,3,2012
